date,direction,pnl,outcome,reason,hour,dow,year,month,month_str
2020-01-09,short,-100.00000000000064,loss,sl,12,3,2020,2020-01,2020-01
2020-01-13,long,-99.99999999999496,loss,sl,2,0,2020,2020-01,2020-01
2020-01-14,long,-100.00000000000462,loss,sl,4,1,2020,2020-01,2020-01
2020-01-15,long,-100.00000000000193,loss,sl,4,2,2020,2020-01,2020-01
2020-01-16,long,-99.99999999999555,loss,sl,8,3,2020,2020-01,2020-01
2020-01-23,long,128.99675896838684,win,sl,8,3,2020,2020-01,2020-01
2020-01-29,long,177.706883604888,win,sl,7,2,2020,2020-01,2020-01
2020-01-30,long,81.11464015172088,win,sl,13,3,2020,2020-01,2020-01
2020-02-10,short,114.06594131334937,win,sl,19,0,2020,2020-02,2020-02
2020-02-11,long,-99.99999999999987,loss,sl,0,1,2020,2020-02,2020-02
2020-02-25,long,-99.99999999999916,loss,sl,3,1,2020,2020-02,2020-02
2020-02-26,long,152.71822169640873,win,sl,15,2,2020,2020-02,2020-02
2020-02-27,long,134.2701836806171,win,sl,10,3,2020,2020-02,2020-02
2020-03-03,short,-100.0000000000002,loss,sl,16,1,2020,2020-03,2020-03
2020-03-10,long,-99.99999999999785,loss,sl,9,1,2020,2020-03,2020-03
2020-03-10,short,103.49090063400996,win,sl,17,1,2020,2020-03,2020-03
2020-03-11,long,91.97935565503535,win,sl,1,2,2020,2020-03,2020-03
2020-03-12,long,107.77331201225553,win,sl,0,3,2020,2020-03,2020-03
2020-03-18,short,115.74971610214703,win,sl,0,2,2020,2020-03,2020-03
2020-03-23,short,-99.99999999999898,loss,sl,12,0,2020,2020-03,2020-03
2020-03-26,long,250.0,win,tp,2,3,2020,2020-03,2020-03
2020-03-30,long,98.69569762738753,win,sl,3,0,2020,2020-03,2020-03
2020-03-31,long,90.88682025868266,win,sl,1,1,2020,2020-03,2020-03
2020-04-02,long,136.02573453956956,win,sl,5,3,2020,2020-04,2020-04
2020-04-08,long,108.85028025112457,win,sl,3,2,2020,2020-04,2020-04
2020-04-20,long,-100.00000000000257,loss,sl,6,0,2020,2020-04,2020-04
2020-04-21,short,-100.000000000003,loss,sl,6,1,2020,2020-04,2020-04
2020-04-21,long,-99.99999999999795,loss,sl,9,1,2020,2020-04,2020-04
2020-04-22,long,-100.0000000000021,loss,sl,3,2,2020,2020-04,2020-04
2020-04-22,short,-100.00000000000261,loss,sl,7,2,2020,2020-04,2020-04
2020-05-04,long,-99.99999999999841,loss,sl,20,0,2020,2020-05,2020-05
2020-05-05,short,-100.00000000000135,loss,sl,2,1,2020,2020-05,2020-05
2020-05-05,long,-100.00000000000726,loss,sl,6,1,2020,2020-05,2020-05
2020-05-06,long,103.54592228618283,win,sl,4,2,2020,2020-05,2020-05
2020-05-06,short,250.0,win,tp,8,2,2020,2020-05,2020-05
2020-05-07,long,-100.00000000000027,loss,sl,2,3,2020,2020-05,2020-05
2020-05-11,long,-100.0000000000022,loss,sl,8,0,2020,2020-05,2020-05
2020-05-12,long,155.72912219316774,win,sl,12,1,2020,2020-05,2020-05
2020-05-18,long,130.62624945269368,win,sl,17,0,2020,2020-05,2020-05
2020-05-25,long,-100.0000000000021,loss,sl,2,0,2020,2020-05,2020-05
2020-05-26,long,-99.99999999999815,loss,sl,1,1,2020,2020-05,2020-05
2020-05-28,short,-99.99999999999856,loss,sl,9,3,2020,2020-05,2020-05
2020-05-28,long,-100.00000000000011,loss,sl,12,3,2020,2020-05,2020-05
2020-06-03,long,-100.00000000000229,loss,sl,0,2,2020,2020-06,2020-06
2020-06-08,short,250.0,win,tp,10,0,2020,2020-06,2020-06
2020-06-09,short,-100.00000000000206,loss,sl,3,1,2020,2020-06,2020-06
2020-06-15,long,-99.99999999999997,loss,sl,12,0,2020,2020-06,2020-06
2020-06-15,short,-99.99999999999974,loss,sl,17,0,2020,2020-06,2020-06
2020-06-18,long,-99.99999999999898,loss,sl,13,3,2020,2020-06,2020-06
2020-06-24,long,-99.99999999999952,loss,sl,18,2,2020,2020-06,2020-06
2020-06-25,long,-100.00000000000388,loss,sl,9,3,2020,2020-06,2020-06
2020-07-02,short,-99.99999999999632,loss,sl,6,3,2020,2020-07,2020-07
2020-07-02,long,-99.99999999999719,loss,sl,15,3,2020,2020-07,2020-07
2020-07-06,long,-100.00000000000311,loss,sl,9,0,2020,2020-07,2020-07
2020-07-14,short,-100.00000000000173,loss,sl,19,1,2020,2020-07,2020-07
2020-07-16,long,111.29084150685982,win,sl,23,3,2020,2020-07,2020-07
2020-08-19,long,-99.9999999999987,loss,sl,18,2,2020,2020-08,2020-08
2020-08-20,short,250.0,win,tp,4,3,2020,2020-08,2020-08
2020-08-24,short,250.0,win,tp,12,0,2020,2020-08,2020-08
2020-08-26,short,109.98586059745567,win,sl,18,2,2020,2020-08,2020-08
2020-08-27,long,250.0,win,tp,14,3,2020,2020-08,2020-08
2020-09-02,long,99.76264348501324,win,sl,7,2,2020,2020-09,2020-09
2020-09-09,short,-99.99999999999879,loss,sl,17,2,2020,2020-09,2020-09
2020-09-17,long,-100.00000000000048,loss,sl,5,3,2020,2020-09,2020-09
2020-09-28,short,-100.00000000000118,loss,sl,13,0,2020,2020-09,2020-09
2020-09-29,short,178.4061204310607,win,sl,3,1,2020,2020-09,2020-09
2020-09-30,short,80.64311845601515,win,sl,11,2,2020,2020-09,2020-09
2020-10-01,short,-100.00000000000293,loss,sl,0,3,2020,2020-10,2020-10
2020-10-05,short,95.49258903082998,win,sl,6,0,2020,2020-10,2020-10
2020-10-06,long,-100.00000000000063,loss,sl,19,1,2020,2020-10,2020-10
2020-10-13,long,-99.99999999999665,loss,sl,0,1,2020,2020-10,2020-10
2020-10-19,short,-99.99999999999956,loss,sl,7,0,2020,2020-10,2020-10
2020-10-20,short,-100.00000000000087,loss,sl,15,1,2020,2020-10,2020-10
2020-10-22,long,97.69377709896533,win,sl,15,3,2020,2020-10,2020-10
2020-10-26,short,96.9656752522891,win,sl,15,0,2020,2020-10,2020-10
2020-10-27,short,250.0,win,tp,1,1,2020,2020-10,2020-10
2020-11-01,short,140.0344716130177,win,sl,23,6,2020,2020-11,2020-11
2020-11-02,short,82.3372790769312,win,sl,6,0,2020,2020-11,2020-11
2020-11-03,short,-100.00000000000378,loss,sl,11,1,2020,2020-11,2020-11
2020-11-09,long,80.65125814112406,win,sl,23,0,2020,2020-11,2020-11
2020-12-03,short,-100.00000000000107,loss,sl,15,3,2020,2020-12,2020-12
2020-12-07,short,-99.99999999999726,loss,sl,10,0,2020,2020-12,2020-12
2020-12-09,long,-99.99999999999794,loss,sl,12,2,2020,2020-12,2020-12
2020-12-15,short,-100.00000000000134,loss,sl,5,1,2020,2020-12,2020-12
2020-12-21,long,-100.00000000000162,loss,sl,12,0,2020,2020-12,2020-12
2020-12-22,short,-99.99999999999979,loss,sl,10,1,2020,2020-12,2020-12
2020-12-22,long,-100.00000000000007,loss,sl,17,1,2020,2020-12,2020-12
2020-12-23,long,-99.99999999999913,loss,sl,4,2,2020,2020-12,2020-12
2020-12-28,long,126.41080063938364,win,sl,11,0,2020,2020-12,2020-12
2021-01-12,short,-100.00000000000078,loss,sl,11,1,2021,2021-01,2021-01
2021-01-13,short,-100.00000000000342,loss,sl,6,2,2021,2021-01,2021-01
2021-01-19,short,157.45329534240537,win,sl,5,1,2021,2021-01,2021-01
2021-01-20,short,-100.00000000000058,loss,sl,0,2,2021,2021-01,2021-01
2021-01-25,short,113.2797717304332,win,sl,14,0,2021,2021-01,2021-01
2021-01-26,short,-100.00000000000016,loss,sl,2,1,2021,2021-01,2021-01
2021-02-02,long,-99.99999999999844,loss,sl,5,1,2021,2021-02,2021-02
2021-02-08,short,-99.99999999999906,loss,sl,3,0,2021,2021-02,2021-02
2021-02-09,short,-99.9999999999987,loss,sl,7,1,2021,2021-02,2021-02
2021-02-10,short,-100.00000000000242,loss,sl,2,2,2021,2021-02,2021-02
2021-02-22,short,-100.00000000000253,loss,sl,9,0,2021,2021-02,2021-02
2021-02-23,short,135.62478318424493,win,sl,0,1,2021,2021-02,2021-02
2021-02-23,long,105.68526316219993,win,sl,19,1,2021,2021-02,2021-02
2021-02-24,short,-99.99999999999504,loss,sl,1,2,2021,2021-02,2021-02
2021-02-24,long,-100.00000000000095,loss,sl,9,2,2021,2021-02,2021-02
2021-02-25,short,-100.00000000000449,loss,sl,4,3,2021,2021-02,2021-02
2021-03-02,short,-100.00000000000222,loss,sl,18,1,2021,2021-03,2021-03
2021-03-03,short,91.69940927207352,win,sl,0,2,2021,2021-03,2021-03
2021-03-08,short,-99.99999999999723,loss,sl,0,0,2021,2021-03,2021-03
2021-03-09,short,80.66910053216994,win,sl,12,1,2021,2021-03,2021-03
2021-03-10,short,152.4734066212331,win,sl,4,2,2021,2021-03,2021-03
2021-03-11,short,-100.00000000000573,loss,sl,0,3,2021,2021-03,2021-03
2021-03-14,short,-99.99999999999847,loss,sl,23,6,2021,2021-03,2021-03
2021-03-15,short,-99.99999999999785,loss,sl,0,0,2021,2021-03,2021-03
2021-03-16,short,104.42828101390336,win,sl,1,1,2021,2021-03,2021-03
2021-03-17,short,-100.00000000000388,loss,sl,2,2,2021,2021-03,2021-03
2021-03-23,long,-100.00000000000145,loss,sl,13,1,2021,2021-03,2021-03
2021-03-25,long,-99.9999999999962,loss,sl,1,3,2021,2021-03,2021-03
2021-03-25,short,-100.00000000000074,loss,sl,4,3,2021,2021-03,2021-03
2021-03-31,short,-100.00000000000033,loss,sl,13,2,2021,2021-03,2021-03
2021-04-01,long,103.30369995338722,win,sl,0,3,2021,2021-04,2021-04
2021-04-01,short,118.97991231187987,win,sl,5,3,2021,2021-04,2021-04
2021-04-12,long,-99.99999999999739,loss,sl,13,0,2021,2021-04,2021-04
2021-04-13,short,-100.00000000000182,loss,sl,15,1,2021,2021-04,2021-04
2021-04-13,long,183.71374077625515,win,sl,20,1,2021,2021-04,2021-04
2021-04-14,long,-100.00000000000418,loss,sl,1,2,2021,2021-04,2021-04
2021-04-20,long,-99.99999999999662,loss,sl,9,1,2021,2021-04,2021-04
2021-04-22,long,-99.99999999999683,loss,sl,15,3,2021,2021-04,2021-04
2021-04-26,long,-100.00000000000043,loss,sl,9,0,2021,2021-04,2021-04
2021-04-26,short,119.60623603551011,win,sl,13,0,2021,2021-04,2021-04
2021-04-27,short,-100.00000000000063,loss,sl,4,1,2021,2021-04,2021-04
2021-04-27,long,-99.99999999999433,loss,sl,18,1,2021,2021-04,2021-04
2021-04-28,long,-100.00000000000846,loss,sl,5,2,2021,2021-04,2021-04
2021-04-29,long,-99.99999999999616,loss,sl,8,3,2021,2021-04,2021-04
2021-05-04,long,99.0534242396583,win,sl,16,1,2021,2021-05,2021-05
2021-05-05,short,-100.00000000000743,loss,sl,2,2,2021,2021-05,2021-05
2021-05-05,long,103.62618289626599,win,sl,3,2,2021,2021-05,2021-05
2021-05-11,long,-100.00000000000036,loss,sl,14,1,2021,2021-05,2021-05
2021-05-12,long,-100.00000000000264,loss,sl,13,2,2021,2021-05,2021-05
2021-05-13,long,-99.99999999999937,loss,sl,1,3,2021,2021-05,2021-05
2021-05-20,long,82.15871328861311,win,sl,0,3,2021,2021-05,2021-05
2021-05-27,long,-100.00000000000003,loss,sl,13,3,2021,2021-05,2021-05
2021-06-01,long,-99.99999999999996,loss,sl,17,1,2021,2021-06,2021-06
2021-06-01,short,83.54450305477017,win,sl,20,1,2021,2021-06,2021-06
2021-06-02,short,157.86944243888914,win,sl,5,2,2021,2021-06,2021-06
2021-06-02,long,-100.00000000000327,loss,sl,12,2,2021,2021-06,2021-06
2021-06-03,long,-100.00000000000118,loss,sl,8,3,2021,2021-06,2021-06
2021-06-07,long,-99.9999999999946,loss,sl,0,0,2021,2021-06,2021-06
2021-06-08,long,86.74206052120915,win,sl,10,1,2021,2021-06,2021-06
2021-06-09,long,99.28448057311769,win,sl,10,2,2021,2021-06,2021-06
2021-06-10,long,-100.00000000000779,loss,sl,1,3,2021,2021-06,2021-06
2021-06-21,short,-100.00000000000267,loss,sl,15,0,2021,2021-06,2021-06
2021-06-22,short,-99.99999999999365,loss,sl,0,1,2021,2021-06,2021-06
2021-06-23,short,-100.00000000000415,loss,sl,13,2,2021,2021-06,2021-06
2021-06-24,short,-100.00000000000111,loss,sl,11,3,2021,2021-06,2021-06
2021-07-01,short,-100.00000000000186,loss,sl,9,3,2021,2021-07,2021-07
2021-07-01,long,250.0,win,tp,12,3,2021,2021-07,2021-07
2021-07-05,short,-99.99999999999913,loss,sl,1,0,2021,2021-07,2021-07
2021-07-06,short,-99.99999999999667,loss,sl,10,1,2021,2021-07,2021-07
2021-07-07,short,-100.00000000000087,loss,sl,4,2,2021,2021-07,2021-07
2021-07-08,long,123.57035212628614,win,sl,4,3,2021,2021-07,2021-07
2021-07-12,long,136.31940859220379,win,sl,10,0,2021,2021-07,2021-07
2021-07-19,long,-100.00000000000566,loss,sl,0,0,2021,2021-07,2021-07
2021-07-20,long,250.0,win,tp,12,1,2021,2021-07,2021-07
2021-07-21,long,-100.00000000000438,loss,sl,1,2,2021,2021-07,2021-07
2021-07-22,short,80.06771732975936,win,sl,16,3,2021,2021-07,2021-07
2021-07-26,short,-99.99999999999947,loss,sl,8,0,2021,2021-07,2021-07
2021-07-26,long,-99.99999999999973,loss,sl,14,0,2021,2021-07,2021-07
2021-07-28,short,-100.00000000000087,loss,sl,18,2,2021,2021-07,2021-07
2021-08-02,long,-99.99999999999729,loss,sl,3,0,2021,2021-08,2021-08
2021-08-02,short,-99.99999999999712,loss,sl,7,0,2021,2021-08,2021-08
2021-08-03,long,-100.00000000000699,loss,sl,2,1,2021,2021-08,2021-08
2021-08-04,long,250.0,win,tp,1,2,2021,2021-08,2021-08
2021-08-05,long,127.42851281016885,win,sl,6,3,2021,2021-08,2021-08
2021-08-11,short,-100.00000000000395,loss,sl,17,2,2021,2021-08,2021-08
2021-08-12,short,-100.00000000000718,loss,sl,4,3,2021,2021-08,2021-08
2021-08-19,long,-100.00000000000237,loss,sl,2,3,2021,2021-08,2021-08
2021-08-22,long,81.36426161818959,win,sl,23,6,2021,2021-08,2021-08
2021-08-23,short,-99.99999999999831,loss,sl,9,0,2021,2021-08,2021-08
2021-08-25,long,121.23910750873162,win,sl,5,2,2021,2021-08,2021-08
2021-08-25,short,104.34142826790604,win,sl,13,2,2021,2021-08,2021-08
2021-08-26,long,107.09393110809997,win,sl,13,3,2021,2021-08,2021-08
2021-08-30,long,-99.99999999999504,loss,sl,13,0,2021,2021-08,2021-08
2021-08-31,long,-100.00000000000091,loss,sl,14,1,2021,2021-08,2021-08
2021-09-01,long,106.09335083597755,win,sl,3,2,2021,2021-09,2021-09
2021-09-02,long,-99.99999999999623,loss,sl,1,3,2021,2021-09,2021-09
2021-09-06,long,-100.00000000000409,loss,sl,12,0,2021,2021-09,2021-09
2021-09-07,long,-99.99999999999908,loss,sl,4,1,2021,2021-09,2021-09
2021-09-07,short,250.0,win,tp,13,1,2021,2021-09,2021-09
2021-09-14,short,102.19489238624328,win,sl,17,1,2021,2021-09,2021-09
2021-09-15,long,86.92305792735094,win,sl,16,2,2021,2021-09,2021-09
2021-09-20,short,95.73241555940503,win,sl,14,0,2021,2021-09,2021-09
2021-09-21,short,-100.00000000000118,loss,sl,10,1,2021,2021-09,2021-09
2021-09-22,short,148.1103035965979,win,sl,20,2,2021,2021-09,2021-09
2021-09-23,short,198.83674025887305,win,sl,0,3,2021,2021-09,2021-09
2021-09-27,short,-99.99999999999248,loss,sl,6,0,2021,2021-09,2021-09
2021-09-30,short,-99.99999999999773,loss,sl,13,3,2021,2021-09,2021-09
2021-10-03,short,-100.00000000000415,loss,sl,23,6,2021,2021-10,2021-10
2021-10-04,short,250.0,win,tp,0,0,2021,2021-10,2021-10
2021-10-04,long,-100.00000000000048,loss,sl,12,0,2021,2021-10,2021-10
2021-10-12,short,-100.00000000000517,loss,sl,11,1,2021,2021-10,2021-10
2021-10-13,short,-99.99999999999268,loss,sl,3,2,2021,2021-10,2021-10
2021-10-18,long,250.0,win,tp,9,0,2021,2021-10,2021-10
2021-10-19,short,184.54234473093848,win,sl,8,1,2021,2021-10,2021-10
2021-10-20,short,-99.9999999999931,loss,sl,3,2,2021,2021-10,2021-10
2021-10-20,long,137.43309292522687,win,sl,8,2,2021,2021-10,2021-10
2021-10-26,short,89.85386598339716,win,sl,20,1,2021,2021-10,2021-10
2021-10-27,short,-100.00000000000186,loss,sl,15,2,2021,2021-10,2021-10
2021-10-28,long,81.92384839078873,win,sl,5,3,2021,2021-10,2021-10
2021-11-01,short,205.47893858634944,win,sl,10,0,2021,2021-11,2021-11
2021-11-02,long,-99.99999999999069,loss,sl,0,1,2021,2021-11,2021-11
2021-11-02,short,250.0,win,tp,20,1,2021,2021-11,2021-11
2021-11-03,short,250.0,win,tp,0,2,2021,2021-11,2021-11
2021-11-03,long,109.60355019496401,win,sl,6,2,2021,2021-11,2021-11
2021-11-04,short,91.48857599963154,win,sl,15,3,2021,2021-11,2021-11
2021-11-16,long,117.8415482324853,win,sl,21,1,2021,2021-11,2021-11
2021-11-18,long,-99.99999999999913,loss,sl,15,3,2021,2021-11,2021-11
2021-11-25,short,250.0,win,tp,9,3,2021,2021-11,2021-11
2021-11-29,short,-99.99999999999936,loss,sl,0,0,2021,2021-11,2021-11
2021-11-30,short,132.87118525460528,win,sl,6,1,2021,2021-11,2021-11
2021-12-05,short,-99.999999999998,loss,sl,23,6,2021,2021-12,2021-12
2021-12-06,short,-100.00000000000173,loss,sl,0,0,2021,2021-12,2021-12
2021-12-06,long,-99.99999999999599,loss,sl,12,0,2021,2021-12,2021-12
2021-12-07,short,-100.00000000000233,loss,sl,5,1,2021,2021-12,2021-12
2021-12-07,long,143.6435505086855,win,sl,9,1,2021,2021-12,2021-12
